0.00633,0.00000,0.00000,0
0.00000,0.00000,0.00625,0
0.00633,0.00000,0.00000,0
0.00633,0.00000,0.00000,0
0.00633,0.00000,0.00000,0
0.00000,0.00000,0.00625,0
0.01266,0.00000,0.00000,0
0.03165,0.00000,0.00000,0
0.00633,0.00000,0.00000,0
0.01899,0.00000,0.00000,0
0.03165,0.00000,0.00625,0
0.01266,0.00000,0.00000,0
0.01899,0.00000,0.00000,0
0.00633,0.00000,0.00000,0
0.00633,0.00000,0.00000,0
0.01266,0.00000,0.00000,0
0.03797,0.00000,0.00000,0
0.00633,0.00000,0.00000,0
0.01266,0.00000,0.00000,0
0.01266,0.00000,0.00000,0
0.00633,0.00000,0.00000,0
0.00633,0.00000,0.00000,0
0.00000,0.00625,0.00000,0.00000
0.01899,0.00000,0.01875,0.00000
0.00633,0.00000,0.09375,0.00000
0.00633,0.00000,0.00000,0.00000
0.00000,0.00000,0.00625,0.00000
0.00633,0.00000,0.00000,0.00000
0.02532,0.00000,0.00000,0.00000
0.03797,0.00000,0.00000,0.00000
0.01266,0.00000,0.00000,0.00000
0.03797,0.00000,0.00000,0.00000
0.03165,0.00000,0.00000,0.00000
0.03165,0.00000,0.00000,0.00000
0.00633,0.00000,0.00000,0.00000
0.01899,0.00000,0.00000,0.00000
0.01266,0.00000,0.00000,0.00000
0.00633,0.00000,0.00000,0.00000
0.00633,0.00000,0.00000,0.00000
0.00633,0.00000,0.00000,0.00000
0.00000,0.00625,0.00000,0.00000
0.00000,0.02500,0.00000,0.00000
0.00000,0.00625,0.00000,0.00000
0.00000,0.00625,0.00625,0.00000
0.00633,0.01875,0.03750,0.00000
0.01266,0.02500,0.01250,0.00000
0.00633,0.00000,0.00000,0.00000
0.02532,0.01250,0.06250,0.00000
0.00633,0.00000,0.00000,0.00000
0.04430,0.01250,0.15000,0.00000
0.01266,0.00000,0.00000,0.00000
0.01899,0.00000,0.08125,0.00000
0.00633,0.00000,0.00000,0.00000
0.01266,0.00000,0.01250,0.00000
0.02532,0.00000,0.00000,0.00000
0.01266,0.00000,0.00000,0.00000
0.02532,0.00000,0.00000,0.00000
0.03797,0.00000,0.00000,0.00000
0.01899,0.00000,0.00000,0.00000
0.05696,0.00000,0.00000,0.00000
0.02532,0.00000,0.00000,0.00000
0.01899,0.00000,0.00000,0.00000
0.00000,0.01250,0.00000,0.04375
0.00000,0.05000,0.00000,0.00000
0.00000,0.00625,0.00000,0.00000
0.00000,0.00625,0.00000,0.00000
0.00000,0.01875,0.00625,0.00000
0.00000,0.04375,0.01875,0.00000
0.00000,0.03750,0.03750,0.00000
0.00000,0.08750,0.08125,0.00000
0.00000,0.05000,0.09375,0.00000
0.00000,0.00000,0.08125,0.00000
0.00633,0.00000,0.00625,0.00000
0.01899,0.00000,0.00000,0.00000
0.00633,0.00000,0.00000,0.00000
0.01266,0.00000,0.00000,0.00000
0.01266,0.00000,0.00000,0.00000
0.00633,0.00000,0.00000,0.00000
0.00633,0.00000,0.00000,0.00000
0.00633,0.00000,0.00000,0.00000
0.00000,0.00625,0.00000,0.3125
0.00000,0.08125,0.00000,0.00000
0.00000,0.01875,0.00000,0.00000
0.00000,0.00625,0.00000,0.00000
0.00000,0.04375,0.00000,0.00000
0.00000,0.01250,0.00625,0.00000
0.00000,0.08750,0.01875,0.00000
0.00000,0.00625,0.00000,0.00000
0.00000,0.05625,0.02500,0.00000
0.00000,0.01250,0.05000,0.00000
0.00000,0.00000,0.01250,0.00000
0.01266,0.00000,0.00000,0.00000
0.00000,0.03125,0.00000,0.44375
0.00000,0.01250,0.00000,0.00000
0.00000,0.03750,0.00000,0.00000
0.00000,0.04375,0.00625,0.00000
0.00000,0.04375,0.00000,0.00000
0.00000,0.00625,0.00000,0.00000
0.00000,0.01875,0.03125,0.00000
0.00000,0.00000,0.01875,0.00000
0.00000,0.01875,0.00000,0.1625
0.00000,0.00625,0.00000,0.00000
0.00000,0.00625,0.00000,0.00000
0.00000,0.00625,0.00000,0.00000
0.00000,0.00000,0.00625,0.00000
0.00000,0.00625,0.00000,0.0375
